COD	CLASSE	AN	A1	A2	A3	A4	B1	B2	B3	B4
C056	A	9,5	9,5	9			0	0	0	0
C057	T	 	5,8	9,3			0	0	0	0
C052	T	 	8,5	6,7			0	0	0	0
C058	T	 	5,5	4,7			0	0	0	0
C044	T	 	8,6	6,6			0	0	0	0
C059	T	 	7,3				0	0	0	0
C037	T	 	8	2,7			0	0	0	0
C043	T	 	8,8	1,05			0	0	0	0
C004	C	0					0	0	0	0
C006	C	0					0	0	0	0
C007	C	0					0	0	0	0
C012	C	0					0	0	0	0
C053	C	0					0	0	0	0
C054	C	0					0	0	0	0
C055	C	0					0	0	0	0
C042	C	0					0	0	0	0
C056	C	0					0	0	0	0
C004	C	0					2	0	0	0
C006	C	0					0	0	0	0
C007	C	0					4	0	0	0
C012	C	0					6	0	0	0
C053	C	0					0	0	0	0
C054	C	0					2	0	0	0
C055	C	0					0	0	0	0
C042	C	0					0	0	0	0
C056	C	0					0	0	0	0
C004	C	0,5	2,2				0	0	0	0
C006	C	1	4,3				6	0	0	0
C007	C	0	0				2	14	0	0
C012	C	1,1	4,5				4	4	0	0
C053	C	1,5	6				2	2	0	0
C060	C	 					0	0	0	0
C055	RN	0	0	0			0	0	0	0
C054	C	2,9	5,9	6			0	6	0	0
C042	C	0					0	0	0	0
C056	C	0					0	0	0	0
C004	C	0					0	0	0	0
C006	C	0					0	0	0	0
C007	C	0					0	0	0	0
C012	C	0					0	0	0	0
C053	C	0					0	0	0	0
C054	C	0					0	0	0	0
C055	C	0					0	0	0	0
C042	C	0					0	0	0	0
C056	C	0					0	0	0	0
C004	C	0					0	0	0	0
C006	C	0					0	0	0	0
C007	C	0					0	0	0	0
C012	C	0					0	0	0	0
C053	C	0					0	0	0	0
C054	C	0					0	0	0	0
C055	C	0					0	0	0	0
C042	C	0					0	0	0	0
C056	C	0					0	0	0	0
C004	C	0					0	0	0	0
C006	C	0					0	0	0	0
C007	C	0					0	0	0	0
C012	C	0					0	0	0	0
C053	C	0					0	0	0	0
C054	C	0					0	0	0	0
C055	C	0					0	0	0	0
C042	C	0					0	0	0	0
C056	C	0					0	0	0	0
C004	C	0					0	0	0	0
C006	C	0					0	0	0	0
C007	C	0					0	0	0	0
C012	C	0					0	0	0	0
C053	C	0					0	0	0	0
C054	C	0					0	0	0	0
C055	C	0					0	0	0	0
C042	C	0					0	0	0	0
C056	C	0					0	0	0	0
C689	C						0	0	0	0
C690	C						0	0	0	0
C691	C						0	0	0	0
C692	C						0	0	0	0
C693	C						0	0	0	0
C370	C						0	0	0	0
C004	C						0	0	0	0
C006	C						4	0	0	0
C007	C						8	0	0	0
C012	C						6	0	0	0
C053	C						6	0	0	0
C694	C	0					0	0	0	0
C054	C	0					0	0	0	0
C055	C	0					0	0	0	0
C695	C						0	0	0	0
C042	C						0	0	0	0
C056	C						0	0	0	0
C004	C						0	0	0	0
C006	C						0	0	0	0
C007	C						0	0	0	0
C012	C						0	0	0	0
C053	C						0	0	0	0
C054	C	0					0	0	0	0
C055	C	0					0	0	0	0
C042	C						0	0	0	0
C056	C						0	0	0	0
C004	C	0					0	0	0	0
C006	C	0					0	0	0	0
C007	C	0					0	0	0	0
C012	C	0					0	0	0	0
C053	C	0					0	0	0	0
C054	C	0					0	0	0	0
C055	C	0					0	0	0	0
C042	C	0					0	0	0	0
C056	C	0					0	0	0	0
C004	RN	0	0	0	0	0	2	8	6	12
C006	RN	0	0	0	0	0	10	4	6	4
C007	RF	0	0	0	0	0	16	30	6	4
C012	RF	0	0	0	0	0	20	16	18	18
C053	RF	0,8	2	0,5	1	0	16	16	14	6
C060	A	 					0	0	0	0
C054	RN	0	0	0			0	0	0	0
C055	RN	0	0	0			0	0	0	0
C042	RN	0	0	0			0	0	0	0
C056	RF	0					14	6	0	0
C004	C	0					2	0	0	0
C006	C	0					0	0	0	0
C007	C	0					10	0	0	0
C012	C	0					8	0	0	0
C053	C	0					2	0	0	0
C696	C	0					0	0	0	0
C697	C	0					0	0	0	0
C698	C	0					0	0	0	0
C699	C	0					0	0	0	0
C700	C	0					0	0	0	0
C701	C	0					0	0	0	0
C702	C	0					0	0	0	0
C054	C	0					2	0	0	0
C055	C	0					0	0	0	0
C042	C	0					0	0	0	0
C056	C	0					0	0	0	0
C004	C	0					0	0	0	0
C006	C	0					0	0	0	0
C007	C	0					0	0	0	0
C012	C	0					0	0	0	0
C053	C	0					0	0	0	0
C054	C	0					0	0	0	0
C055	C	0					0	0	0	0
C042	C	0					0	0	0	0
C056	C	0					0	0	0	0
C004	C						0	0	0	0
C006	C						0	0	0	0
C007	C						0	0	0	0
C012	C						0	0	0	0
C053	C						0	0	0	0
C054	C	0					0	0	0	0
C055	C	0					0	0	0	0
C042	C						0	0	0	0
C056	C						0	0	0	0
C004	RN	3,4	6,6	3,1	3,5	0	0	2	2	10
C006	RN	1,3	3,4	0	1,5	0	2	0	2	4
C007	RN	1,2	2	2,5	0	0	4	14	4	4
C012	RF	2,6	3,5	3,9	2,5	0	0	4	8	16
C053	RN	2,3	4	2	3	0	6	4	0	6
C060	A	 					0	0	0	0
C054	RN	2,9	6,5	5,2			0	0	0	0
C055	A	9,1	10	8,2			0	0	0	0
C042	RN	3,5	7	0			0	0	0	0
C056	RN	2,2	8,3	5,1	2,5	0	4	6	0	0
C004	RN	2	6,6	3,1	3,5	0	14	4	2	0
C006	RF	1,6	3,4	0	1,5	0	16	6	18	6
C007	RF	1,3	2	2,5	0	0	16	0	20	14
C042	RN	1,5	2,31	4,05	0	0	0	0	0	0
C012	RF	0,9	3,5	3,9	2,5	0	10	10	16	16
C053	RN	1,6	4	2	3	0	10	4	2	4
C054	RN	2	2,4	5,6	0	0	0	0	0	0
C056	RN	2,5	8,3	5,1	2,5	0	3	0	0	0
C177	RN	0					16	0	0	0
C004	C	0					2	0	0	0
C006	C	0					0	0	0	0
C007	C	0					6	0	0	0
C012	C	0					6	0	0	0
C053	C	0					2	2	0	0
C054	C	0					0	0	0	0
C055	C	0					0	0	0	0
C042	C	0					0	0	0	0
C056	C	0					0	0	0	0
C004	RN	2,8	4,4	3,6	3,2	0	0	0	0	10
C006	RN	0,9	3,7	0	0	0	0	0	0	0
C007	RN	0,7	1	1,6	0,3	0	2	2	4	2
C012	A	5	4,5	6,4	1,8	4,4	0	4	6	2
C053	RN	2,8	7	1,5	1,5	1,5	0	4	4	4
C060	A	 					0	0	0	0
C054	RN	3,9	7,5	4,2			2	6	0	0
C055	A	8,5	8,6	8,5			0	0	0	0
C042	A	5,6	8,4	5			2	2	0	0
C056	A	7,9	7,3	8,5			4	4	0	0
C004	RN	3,6	5,1	2,7	3,6	2,7	0	2	2	4
C006	RN	1,6	3,1	2,3	0,8	0	0	0	0	0
C007	RN	3,4	3,8	6,6	3,1	3,6	0	8	0	0
C012	A	5	4	3,1	4,5	5,5	2	2	2	0
C053	A	7	8	3	8	9	2	4	2	0
C060	A	 					0	0	0	0
C054	A	5,6	8,8	1,4			0	0	0	0
C055	A	5	7	3			0	0	0	0
C042	A	8,9	9,7	8			0	0	0	0
C056	A	7,4	9,6	5			0	0	0	0
C057	T	 	3,2	6,7	9,3		6	2	4	0
C052	T	 	2,3	5,9	3,9		6	0	0	0
C058	T	 	3,6	5,5	5,1		6	0	2	0
C044	T	 	2,4	6,4	5		4	0	0	0
C037	T	 	7,6	7,3	8,4		0	0	0	0
C059	T	 	4,1	2,8			4	0	0	0
C043	T	 	9,1	9	8,6		0	0	0	0
C057	T	 	3,2	6,7	9,3		6	0	0	0
C052	T	 	2,3	5,9	3,9		2	0	0	0
C058	T	 	3,6	5,5	5,1		4	0	0	0
C044	T	 	2,4	6,4	5		2	0	0	0
C037	T	 	7,6	7,3	8,4		0	0	0	0
C059	T	 	4,1	2,8			0	0	0	0
C043	T	 	9,1	9	8,6		0	0	0	0
C004	C	0,9	3,6	0,1			0	4	2	0
C006	C	1,8	7,3	0			0	0	0	0
C007	C	0,5	2	0			2	24	0	0
C012	C	0,7	3	0			2	8	0	0
C053	C	2,5	9,5	0,5			2	2	2	0
C060	C	 					0	0	0	0
C054	A	8,2	8,6	7,9			4	6	0	0
C055	A	10	10	10			0	0	0	0
C042	C	0					0	0	0	0
C056	C	0					0	0	0	0
C004	RN	0,3	1,5	0	0	0	2	2	6	10
C006	RN	0,5	2	0	0	0	6	2	6	4
C007	RN	0,7	3	0	0	0	2	28	6	4
C012	RF	0,9	3,8	0	0	0	6	10	16	18
C053	RF	1,2	4,5	0,5	0	0	4	12	14	6
C060	A	 					0	0	0	0
C054	RN	2,3	7,8	1,2			0	0	0	0
C055	RN	0	0	0			0	0	0	0
C042	RN	0	0	0			0	0	0	0
C056	RF	0					14	4	0	0
C004	C	0					2	0	0	0
C006	C	0					0	0	0	0
C007	C	0					8	0	0	0
C012	C	0					8	0	0	0
C053	C	0					2	0	0	0
C054	C	0					0	0	0	0
C055	C	0					0	0	0	0
C042	C	0					0	0	0	0
C056	C	0					0	0	0	0
C004	RN	2,2	3,2	3,6	3,3	6,3	0	0	0	0
C006	RN	3,6	6,3	4,7	2,5	0	2	0	2	2
C007	RN	2,8	4,5	5,5	0	0	2	4	0	4
C012	A	5	4	5,5	7,8	4	2	0	0	0
C053	A	7,8	8	7	6,5	9,5	0	2	0	4
C060	A	 					0	0	0	0
C054	A	9	10	7,9			0	0	0	0
C055	A	7,4	9,7	5,2			0	0	0	0
C042	A	7,1	9,3	4,9			0	0	0	0
C056	A	9,6	10	8			0	0	0	0
C057	T						0	0	0	0
C052	T						0	0	0	0
C058	T						0	0	0	0
C044	T						0	0	0	0
C037	T						0	0	0	0
C059	T						0	0	0	0
C043	T						0	0	0	0
C004	RN	2	4,9	3	2,7	4,4	0	0	0	2
C006	RN	3,4	5,2	4,7	3	0	2	0	0	2
C007	RN	1,6	2,3	3,2	0	0	0	6	0	4
C012	RN	3	2,7	4,1	5,1	3,2	2	4	4	2
C053	RN	2,2	6	6	3,5	1,5	2	2	6	2
C060	A	 					0	0	0	0
C054	RN	1,8	0	3,6			0	0	0	0
C055	RN	2,4	9,7	0			0	0	0	0
C042	RN	2,1	2	2,1			0	0	0	0
C056	A	7,2	9	4,5			4	2	0	0
C004	C	1,4	2,4	3,1	0	0	0	0	4	0
C006	C	2	5	3			0	0	20	10
C007	C	0,4	1	0,6	0	0	0	0	0	6
C042	C	1,7	5,45	1,5	0	0	0	0	0	0
C012	C	1,8	2	3,5	1,5	0	0	0	14	18
C053	C	2,8	5	6	0,5	0	0	0	6	6
C054	C	1,9	7,8	0	0	0	0	0	0	0
C055	C	0	0	0	0	0	0	0	1	0
C177	C	0					0	0	0	0
C004	C	0					0	0	0	0
C006	C	0					0	0	0	0
C007	C	0					0	0	0	0
C012	C	0					0	0	0	0
C053	C	0					2	0	0	0
C054	C	0					2	0	0	0
C055	C	0					0	0	0	0
C004	C	0					0	0	0	0
C006	C	0					0	0	0	0
C007	C	0					2	0	0	0
C012	C	0					0	0	0	0
C053	C	0					0	0	0	0
C054	C	0					2	0	0	0
C055	C	0					0	0	0	0
C042	C	0					0	0	0	0
C056	C	0					0	0	0	0
C004	C	0,3	1,5				2	0	0	0
C006	C	0					0	0	0	0
C007	C	0,2	0,8				4	4	0	0
C012	C	0					2	4	0	0
C053	C	0					2	2	0	0
C054	C	0					0	0	0	0
C055	C	0					0	0	0	0
C042	C	0					0	0	0	0
C056	C	0					0	0	0	0
C004	C	0	0,3	0	0		2	12	6	4
C006	C	0,1	0	0,6			2	4	6	4
C007	C	0,1	0,5	0	0		6	32	6	0
C012	C	0,4	1,8	0	0		8	16	20	4
C053	C	0,6	2	0,5	0		12	16	14	4
C060	C	 					0	0	0	0
C054	RN	0	0	0			0	0	0	0
C055	RN	0	0	0			0	0	0	0
C042	C	0	0				0	0	0	0
C056	C	0					12	2	0	0
C004	C	1,8	2,1	3,5	1,8		2	2	4	6
C006	C	1,3	3,3	0,5	1,4		0	0	0	0
C007	C	1,3	2,6	2,7	0,2		2	10	6	2
C012	C	2	2,5	3,1	2,4		2	8	8	8
C053	C	2,3	5	0,5	4		2	10	6	10
C060	C	 					0	0	0	0
C054	RN	2	8	0			0	0	0	0
C055	RN	1,5	0	3			0	0	0	0
C042	C	0	0				12	4	0	0
C056	C	2,6	5,2				4	2	0	0
C004	D	7					0	0	0	0
C006	D	5,4					0	0	0	0
C042	D	6,9					0	0	0	0
C012	D	5,4					0	0	0	0
C056	D	7,4					0	0	0	0
C037	D	7,5					0	0	0	0
C007	D	5,7					0	0	0	0
C053	D	6					0	0	0	0
C044	D	6,3					0	0	0	0
C052	D	5,8					0	0	0	0
C058	D	6,5					0	0	0	0
C059	D	6,5					0	0	0	0
C014	D	7,5					0	0	0	0
C015	D	7,2					0	0	0	0
C017	D	8,5					0	0	0	0
C013	T	 	1	0,5	0		0	0	0	0
C016	T	 	2	0	0		0	0	0	0
C018	T	 	4,7	0	0		0	0	0	0
C019	T	 	8,3	0	0		0	18	12	24
C054	RN	3,8	7,5	0			0	0	0	0
C055	A	5	7	3			0	0	0	0
C043	T	 					0	0	0	0
C004	A	7,1	6,8	5,3	7,6	8	0	2	0	0
C006	A	5,8	7,5	8,1	3,5	3,5	0	0	0	0
C007	A	7,4	6,5	7,7	6,8	7,6	2	6	0	0
C012	A	7	6	4,4	8,5	8,1	0	2	0	2
C053	A	8,2	7	6,5	9,5	9	0	2	0	2
C060	A	 					0	0	0	0
C054	A	7,1	6,7	7,4			0	0	0	0
C055	A	9,3	9,1	9,5			0	0	0	0
C042	A	5,6	5,9	5,6			0	0	0	0
C056	A	7,5	9,5	4,5			0	2	0	0
C057	A	5,2	3,1	5,4	7,4	6,5	10	4	16	6
C052	RN	2,4	3,5	4,7	4,1	5	4	0	1	0
C058	RF	2,2	3,3	3,1	1,5	0	8	0	12	26
C044	A	7,9	7,9	7,1	6,6	9,8	0	0	0	0
C037	A	8	7,5	8,1	8	8,4	0	0	0	0
C059	A	7,3	7	7,9	6,1	7	2	0	2	0
C043	A	5,7	5,6	6,5	4,8	7,3	0	0	0	0
C013	RN	3,6	1,3	2,5	4,4	6,5	0	4	0	2
C014	RN	3,5	6,5	0,8	5,4	1,5	4	0	6	6
C015	A	8,2	7,5	10	7,1	8,5	0	0	2	0
C016	A	7	10	6,5	5	6,5	8	4	2	2
C017	RN	2,7	9,5	0	5,5	7	0	0	0	0
C018	RN	3,7	3,9	3,1	4,4	3,6	0	0	0	0
C019	RN	2,5	2,5	0	6,5	1	2	12	8	18
C004	C	0					0	0	0	0
C006	C	0					2	0	0	0
C007	C	0					0	0	0	0
C012	C	0					0	0	0	0
C053	C	0					0	0	0	0
C054	C	0					0	0	0	0
C055	C	0					0	0	0	0
C042	C	0					0	0	0	0
C056	C	0					0	0	0	0
C199	RF	Reprovado					0	0	58	0
C203	RF	Reprovado					0	0	58	0
C208	RN	Reprovado					0	0	0	0
C201	T	 					0	0	0	8
C209	T	 					0	0	0	8
C703	T	 					0	0	0	0
C004	T	 	0,4			0	2	4	0	0
C006	T	 	1				8	18	0	0
C007	T	 	1,2			0	6	2	0	0
C042	T	 	0	0			0	0	0	0
C012	T	 	0			0	12	10	0	0
C053	T	 	4				10	8	0	0
C054	T	 	0	0			0	0	0	0
C056	T	 	1,9				3	0	0	0
C055	T	 	2,2				3	0	0	0
C177	T	 					2	0	0	0
C004	D	8,7					0	0	0	0
C007	D	8,8					0	0	0	0
C042	D	8,1					0	0	0	0
C012	D	8					0	0	0	0
C054	D	8,1					0	0	0	0
C056	D	9					0	0	0	0
C055	D	8,5					0	0	0	0
C058	D	9					0	0	0	0
C059	D	8,9					0	0	0	0
C006	D	9,4					0	0	0	0
C052	D	8					0	0	0	0
C017	D	8,6					0	0	0	0
C019	D	9,2					0	0	0	0
C044	RN	0,6	0	0	2,6	0	0	0	4	6
C014	RN	0			0	0	0	0	8	2
C015	RN	2,5			10	10	0	0	4	0
C037	D	9,7					0	0	0	0
C053	T	 					0	0	0	0
C057	T	 					0	0	0	0
C044	T	 	0	0	2,6	0	0	0	0	0
C043	T	 					0	0	0	0
C013	T	 					0	0	0	0
C014	T	 			0	0	0	0	0	0
C015	T	 			10	10	0	0	0	0
C016	T	 					0	0	0	0
C018	T	 					0	0	0	0
C029	T	 					0	0	0	0
C030	T	 					0	0	0	0
C031	T	 					0	0	0	0
C032	T	 					0	0	0	0
C033	T	 					0	0	0	0
C034	T	 					0	0	0	0
C035	T	 					0	0	0	0
C036	T	 					0	0	0	0
C055	C	0					0	0	0	0
C042	C	0					0	0	0	0
C054	C	0					0	0	0	0
C004	C	0				0	0	0	0	0
C006	C	0					0	0	0	0
C007	C	0				0	0	0	0	0
C012	C	0				0	0	0	0	0
C053	C	0					0	0	0	0
C056	C	0					0	0	0	0
C004	C	1,7	2,6	1,3	0,2	0,5	0	2	2	0
C006	C	1,7	3,5	0,5		1,5	0	2	2	0
C007	C	1,3	0,3	1,3	1	0,3	0	0	4	8
C042	C	1,3	0	3,15	0	2,1	0	0	0	0
C012	C	2,7	2,1	1,1	3,2	2,1	0	0	2	4
C053	C	2,9	4,5	3	2	1	2	0	0	0
C054	C	1,4	0	3,5	0	2,4	0	0	0	0
C056	C	2,7	3	3,3	3,2	0	0	0	1	0
C055	C	2,5	6	4	1,7	7	0	0	0	0
C177	C	1,4					0	0	0	0
C004	C	0				0	0	0	0	0
C006	C	0					0	0	0	0
C007	C	0				0	0	0	0	0
C012	C	0				0	0	0	0	0
C053	C	0					0	0	0	0
C056	C	0					0	0	0	0
C055	C	0					0	0	0	0
C042	C	0					0	0	0	0
C054	C	0					0	0	0	0
C004	C	0,2	0,8	0		0	12	6	0	0
C006	C	0,8	2,5	1			12	6	4	0
C007	C	0,4	0,7	1,1		0	18	0	4	0
C012	C	0,2	1,1	0		0	6	8	0	0
C053	C	1,6	3	3,5			6	8	0	0
C056	C	0,3	1,5	0			3	0	0	0
C055	C	0	0	0			3	0	0	0
C042	C	0	0	0			0	0	0	0
C054	C	0	0	0			0	0	0	0
C177	C	0					0	0	0	0
C004	C	0				0	0	0	0	0
C006	C	0					0	0	0	0
C007	C	0				0	0	0	0	0
C012	C	0				0	0	0	0	0
C053	C	0					0	0	0	0
C056	C	0					0	0	0	0
C055	C	0					0	0	0	0
C042	C	0					0	0	0	0
C054	C	0					0	0	0	0
C004	C	0				0	0	0	0	0
C006	C	0					0	0	0	0
C007	C	0				0	0	0	0	0
C042	C	0					0	0	0	0
C012	C	0				0	0	0	0	0
C053	C	0					0	0	0	0
C054	C	0					0	0	0	0
C056	C	0					0	0	0	0
C055	C	0					0	0	0	0
C004	C	2,2	8			0	2	0	0	0
C006	C	2,3	9,5				0	0	0	0
C007	C	1,5	5,3			0	2	0	0	0
C012	C	2	7			0	0	0	0	0
C053	C	2,2	9				0	4	0	0
C056	C	1,4	5,7				0	0	0	0
C055	C	1,7	7				0	0	0	0
C042	C	2,3	9,57	0			0	0	0	0
C054	C	2,5	10	0			0	0	0	0
C177	C	0					0	0	0	0
C004	C	0				0	0	0	0	0
C006	C	0					0	0	0	0
C007	C	0				0	0	0	0	0
C042	C	0					0	0	0	0
C012	C	0				0	0	0	0	0
C053	C	0					0	0	0	0
C054	C	0					0	0	0	0
C056	C	0					0	0	0	0
C055	C	0					0	0	0	0
C004	C	2,8	4,6	5,7		0	2	0	0	0
C006	C	3,3	7	6,5			2	4	0	0
C007	C	1,9	3,7	3,3		0	2	0	0	0
C042	C	3,6	7,98	6,75			0	0	0	0
C012	C	1,2	1	3,2		0	0	0	0	0
C053	C	2,1	9,5	7,5			4	2	0	0
C054	C	3	6,8	5,5			0	0	0	0
C056	C	1,5	6,3				0	0	0	0
C055	C	2,4	7,2	2,5			0	0	0	0
C177	C	0					0	0	0	0
C004	C	0				0	0	0	0	0
C006	C	0					0	0	0	0
C007	C	0				0	0	0	0	0
C012	C	0				0	0	0	0	0
C053	C	0					0	0	0	0
C056	C	0					0	0	0	0
C055	C	0					0	0	0	0
C042	C	0					0	0	0	0
C054	C	0					0	0	0	0
C004	C	0				0	0	0	0	0
C006	C	0					0	0	0	0
C007	C	0				0	0	0	0	0
C012	C	0				0	0	0	0	0
C053	C	0					0	0	0	0
C056	C	0					0	0	0	0
C055	C	0					0	0	0	0
C042	C	0					0	0	0	0
C054	C	0					0	0	0	0
C004	C	0				0	0	0	0	0
C006	C	0					0	0	0	0
C007	C	0				0	0	0	0	0
C042	C	0					0	0	0	0
C012	C	0				0	0	0	0	0
C053	C	0					0	0	0	0
C054	C	0					0	0	0	0
C056	C	0					0	0	0	0
C055	C	0					0	0	0	0
C004	T	 	1,4	0		0	6	20	4	0
C006	T	 	1	0			12	20	12	0
C007	T	 	0	0		0	14	2	10	0
C012	T	 	1,5	0		0	2	18	8	0
C053	T	 	2				4	10	2	0
C056	T	 	0	0			4	0	0	0
C055	T	 	0	0			4	0	1	0
C042	T	 	0	0			0	0	0	0
C054	T	 	0	0			0	0	0	0
C177	T	 					0	0	0	0
C004	C	0				0	0	0	0	0
C006	C	0					0	0	0	0
C007	C	0				0	0	0	0	0
C012	C	0				0	0	0	0	0
C053	C	0					0	0	0	0
C056	C	0					0	0	0	0
C055	C	0					0	0	0	0
C042	C	0					0	0	0	0
C054	C	0					0	0	0	0
C004	C	0				0	0	0	0	0
C006	C	0					0	0	0	0
C007	C	0				0	0	0	0	0
C012	C	0				0	0	0	0	0
C053	C	0					0	0	0	0
C056	C	0					0	0	0	0
C055	C	0					0	0	0	0
C042	C	0					0	0	0	0
C054	C	0					0	0	0	0
C004	C	0				0	0	0	0	0
C006	C	0					0	0	0	0
C007	C	0				0	0	0	0	0
C012	C	0				0	0	0	0	0
C053	C	0					0	0	0	0
C056	C	0					0	0	0	0
C055	C	0					0	0	0	0
C042	C	0					0	0	0	0
C054	C	0					0	0	0	0
C004	C	0				0	0	0	0	0
C006	C	0					0	0	0	0
C007	C	0				0	0	0	0	0
C012	C	0				0	0	0	0	0
C053	C	0					0	0	0	0
C056	C	0					0	0	0	0
C055	C	0					0	0	0	0
C042	C	0					0	0	0	0
C054	C	0					0	0	0	0
C004	C	0				0	0	0	0	0
C006	C	0					0	0	0	0
C007	C	0				0	0	0	0	0
C012	C	0				0	0	0	0	0
C053	C	0					0	0	0	0
C056	C	0					0	0	0	0
C055	C	0					0	0	0	0
C042	C	0					0	0	0	0
C054	C	0					0	0	0	0
C053	C	0					0	0	0	0
C056	C	0					0	0	0	0
C055	C	0					0	0	0	0
C042	C	0					0	0	0	0
C054	C	0					0	0	0	0
C004	C	0				0	0	0	0	0
C006	C	0					0	0	0	0
C007	C	0				0	0	0	0	0
C012	C	0				0	0	0	0	0
C004	A	5	4,4	6,5	6,9	5,8	0	1	0	0
C006	A	6,5	7,5	7	3,5	5,5	0	2	2	2
C007	RN	3,4	5,5	5	4	3,5	0	0	0	4
C012	A	5	6,2	6,2	6,5	5,3	0	0	0	2
C053	A	7,7	8	7,5	5,5	9	0	0	0	0
C056	A	7	7	7	7,3	5,9	0	0	0	0
C055	A	7,7	6,4	7,3	9,5	7	0	0	0	0
C042	A	6,4	8,13	5,65	8,19	5,55	0	0	0	0
C054	A	7	9,7	4,7	7,4	6,3	0	0	0	0
C177	RN	0,9					0	0	0	0
C057	T	 					0	0	0	0
C052	T	 					0	0	0	0
C058	T	 					2	0	0	0
C044	T	 					0	0	0	0
C037	T	 					0	0	0	0
C059	T	 					0	0	0	0
C043	T	 					0	0	0	0
C004	C	0				0	0	0	0	0
C006	C	0					0	0	0	0
C007	C	0				0	0	0	0	0
C012	C	0				0	0	0	0	0
C053	C	0					0	0	0	0
C056	C	0					0	0	0	0
C055	C	0					0	0	0	0
C042	C	0					0	0	0	0
C054	C	0					0	0	0	0
C004	A	7,6	8	4,6	8,5	7,4	0	0	0	0
C006	A	8,3	9,5	7,5	6,5	9,5	0	4	0	0
C007	A	5,4	6,1	4,3	3,5	4,7	0	0	0	0
C042	A	7,7	9,04	6,85	8,97	6,15	0	0	0	0
C012	A	8,2	8,5	9,2	8	5,2	0	0	0	2
C053	A	8,7	9	6,5	9,5	9	2	0	2	2
C054	A	7,2	9,6	7,7	7,1	4,6	0	0	0	0
C056	A	7,6	7	6	7,6	10	0	0	0	0
C055	A	7,7	7	5	9	9	0	0	0	0
C177	RN	1,3					0	0	0	0
C037	A	7,1					0	0	0	0
C057	C	2,7	7,5	8,3	6,4		0	4	6	8
C052	C	2,7	9,1	4,7	7,9		0	0	0	2
C058	C	1,8	3,5	2,1	1,8		0	0	18	10
C044	C	2,8	6,3	8,8	7,6		0	0	0	0
C059	C	3,1	2,7	0,5	9,5		0	0	0	0
C043	C	0					0	0	0	0
C004	C	0				0	0	0	0	0
C006	C	0					0	0	0	0
C007	C	0				0	0	0	0	0
C042	C	0					0	0	0	0
C012	C	0				0	0	0	0	0
C053	C	0					0	0	0	0
C054	C	0					0	0	0	0
C056	C	0					0	0	0	0
C055	C	0					0	0	0	0
C004	C	0				0	0	0	0	0
C006	C	0					0	0	0	0
C007	C	0				0	0	0	0	0
C012	C	0				0	0	0	0	0
C053	C	0					0	0	0	0
C056	C	0					0	0	0	0
C055	C	0					0	0	0	0
C042	C	0					0	0	0	0
C054	C	0					0	0	0	0
C004	C	0				0	0	0	0	0
C006	C	0					0	0	0	0
C007	C	0				0	0	0	0	0
C012	C	0				0	0	0	0	0
C053	C	0					0	0	0	0
C056	C	0					0	0	0	0
C055	C	0					0	0	0	0
C042	C	0					0	0	0	0
C054	C	0					0	0	0	0
C004	C	0				0	0	0	0	0
C006	C	0					0	0	0	0
C007	C	0				0	0	0	0	0
C012	C	0				0	0	0	0	0
C053	C	0					0	0	0	0
C056	C	0					0	0	0	0
C055	C	0					0	0	0	0
C042	C	0					0	0	0	0
C054	C	0					0	0	0	0
C004	C	0				0	0	0	0	0
C006	C	0					0	0	0	0
C007	C	0				0	0	0	0	0
C012	C	0				0	0	0	0	0
C053	C	0					0	0	0	0
C056	C	0					0	0	0	0
C055	C	0					0	0	0	0
C042	C	0					0	0	0	0
C054	C	0					0	0	0	0
C004	C	0				0	0	0	0	0
C006	C	0					0	0	0	0
C007	C	0				0	0	0	0	0
C012	C	0				0	0	0	0	0
C053	C	0					0	0	0	0
C056	C	0					0	0	0	0
C055	C	0					0	0	0	0
C042	C	0					0	0	0	0
C054	C	0					0	0	0	0
C004	C	0			0	0	0	0	0	0
C006	C	0					0	0	0	0
C007	C	0			0	0	0	0	0	0
C012	C	0				0	0	0	0	0
C053	C	0					0	0	0	0
C056	C	0					0	0	0	0
C055	C	0					0	0	0	0
C042	C	0					0	0	0	0
C054	C	0					0	0	0	0
C004	C	0			0	0	0	0	0	0
C006	C	0					0	0	0	0
C007	C	0			0	0	0	0	0	0
C012	C	0				0	0	0	0	0
C053	C	0					0	0	0	0
C056	C	0					0	0	0	0
C055	C	0					0	0	0	0
C042	C	0					0	0	0	0
C054	C	0					0	0	0	0
C004	C	0			0	0	0	0	0	0
C006	C	0					0	0	0	0
C007	C	0			0	0	0	0	0	0
C012	C	0				0	0	0	0	0
C053	C	0					0	0	0	0
C056	C	0					0	0	0	0
C055	C	0					0	0	0	0
C042	C	0					0	0	0	0
C054	C	0					0	0	0	0
C004	C	0			0	0	0	0	0	0
C006	C	0					0	0	0	0
C007	C	0			0	0	0	0	0	0
C042	C	0					0	0	0	0
C012	C	0				0	0	0	0	0
C053	C	0					0	0	0	0
C054	C	0					0	0	0	0
C056	C	0					0	0	0	0
C055	C	0					0	0	0	0
C004	C	0			0	0	0	0	0	0
C006	C	0					0	0	0	0
C007	C	0			0	0	0	0	0	0
C042	C	0					0	0	0	0
C012	C	0				0	0	0	0	0
C053	C	0					0	0	0	0
C054	C	0					0	0	0	0
C056	C	0					0	0	0	0
C055	C	0					0	0	0	0
