COD	CLASSE	AN	A1	A2	A3	A4	B1	B2	B3	B4
C007	RN	1,8	3,3	3	0	0	0	2	16	20
C012	A	7,5	9,1	6,6	5,5	7,8	1	0	2	0
C053	A	8,8	8,5	8,4	8,5	9	0	4	4	6
C054	A	8,1	6,4	9,8			0	0	0	0
C055	A	8,7	8,2	9,3			0	4	0	0
C027	C	 					0	0	0	0
C184	C	 					0	0	0	0
C042	A	5,5	6,9	5,9			0	0	0	0
C056	A	7,8	6	8,5			0	2	0	0
C057	RF	2,3	2,3	3	2,4	1,2	8	8	12	26
C052	RN	2,7	5,1	2,8	2,6	0	2	6	2	6
C058	RN	2,2	3	4,9	0,5	0	0	2	2	2
C044	RN	3,1	5,5	4	2,5	0	0	2	0	4
C059	RN	1,5	2,5	3,1	0	0	2	6	2	0
C060	A	 					0	0	0	0
C037	A	5,8	7,3	4,7			0	0	0	0
C043	RN	4,9	7,4	1,1			0	0	0	0
C052	RN	4,1	5,1	2,8	2,6	0	4	0	0	0
C058	RF	1,4	3	4,9	0,5	0	4	12	29	36
C044	RN	3,3	5,5	4	2,5	0	2	0	0	0
C059	A	7,2	2,5	3,1	0	0	0	0	0	0
C043	A	5,7	6,6	4,2	4,99	6,07	0	0	0	0
C057	A	7,6	2,3	3	2,4	1,2	2	8	8	4
C052	A	7,2	5,1	2,8	2,6	0	0	0	0	0
C058	RF	0,9	3	4,9	0,5	0	0	10	34	38
C044	A	7,6	5,5	4	2,5	0	0	0	0	0
C013	T	 	1,4	0			0	0	0	0
C061	T	 	0,3	0			0	18	2	0
C062	T	 					0	0	0	0
C106	T	 	5,1	0			0	26	0	0
C063	T	 	1,2	0			2	16	4	0
C064	T	 	1,1	0			6	15	2	0
C066	T	 	2,3	0			2	8	0	0
C004	RN	2,6	5	7	4,5	3	0	4	4	4
C006	A	8,3	8,7	9,2	7,3	8,2	0	2	2	1
C007	RN	2,9	3,8	5,5	4,8	7,3	0	0	6	6
C012	RN	2,7	5,8	6,4	6,2	2,5	0	2	0	0
C053	A	8,8	10	9,4	7	9	0	4	2	0
C054	A	7,9	8,2	7,6			0	0	0	0
C055	A	8,9	9	8,8			0	2	0	0
C185	RN	1,5	1,5				0	0	0	0
C042	RN	2,7	3,9	7			0	0	0	0
C056	A	7,4	5,8	9			2	0	0	0
C057	A	5,2	4,3	5,8	10	5,1	4	2	8	2
C052	RN	2,7	4,8	5,6	5,2	5,3	2	0	0	2
C058	RN	3,9	5,7	2,5	4	3,5	6	6	4	10
C044	RN	2,7	5,1	9,2	2	1,8	0	0	0	0
C059	RN	2,5	6	4	3,5	6,5	3	2	0	2
C060	A	 					0	0	0	0
C037	A	7	7,8	6,1			0	0	0	0
C043	RN	3,6	6,1	1,1			0	0	0	0
C004	A	7,5	6,3	7	6,7	7,8	0	2	0	0
C007	RN	2,7	6,9	1,7	6,8	4,4	0	0	4	2
C042	A	7,5	7,7	7,15	8,68	6,62	0	0	0	0
C012	A	8,6	6,5	8,2	10	7,5	0	0	0	0
C052	A	7,9	7,3	7,1	8,6	7,3	2	0	6	0
C044	RN	4,1	5,4	8	3	6,3	2	0	0	0
C043	A	7,3	6,87	6,95	8,69	7	0	0	0	0
C177	RN	1,5					16	0	0	0
C013	RN	4,6	5	5,8	5,1	7	0	0	0	0
C058	RN	3,1	5,7	2,5	4	3,5	2	4	0	0
C014	RN	2,3	4,7	4,3	7,2	2,5	0	0	6	0
C015	A	7	9	8	6,2	5	0	0	2	0
C016	A	7,8	9,5	8,5	9,3	4	4	2	2	0
C017	A	8	8,5	8	8,5	7	0	0	0	0
C018	A	7	6,2	8,4	5,9	7,5	0	0	0	0
C019	A	5,3	6,5	5	6,9	5,5	2	0	6	0
C013	RN	2,1	5	2,2	5,7	3,9	0	0	0	0
C061	RN	3,5	5,5	4,8	8	6,2	0	2	0	0
C062	RN	2	2	2	2	2	0	0	0	0
C063	RN	2,7	2,2	6,7	6,7	6,2	2	0	4	2
C066	A	6,2	3,8	4,4	6,1	4,8	0	0	4	0
C125	C	0					0	0	0	0
C186	A	7,1	7,3	5,1	10	4	1	1	2	1
C071	A	6,3	6,9	4	5,1	9	0	2	0	0
C029	A	A				A	0	0	0	0
C062	RN	5,5	6,01	5,58	6,53	4	0	0	1	3
C108	RN	2,3	5,3	4	8,5	7,5	2	0	0	0
C125	A	6,7	8,65	3,46	9,78	3,44	0	0	0	0
C072	A	6,6	7,5	5,8	6,5	6,5	0	2	0	0
C073	A	6,1	7,7	3,4	7,2	6,1	0	2	0	0
C069	RN	4,8	2,5	3,9	8,4	4,4	6	4	2	8
C013	A	6,6	7,15	6,5	5,22	7,32	0	4	2	0
C107	RN	4	6	1,1	6,3	0,37	2	4	2	0
C032	A	6,1	7,96	2,97	6,1	7,5	6	2	0	2
C062	RN	5,3	5,99	2,9	5,62	6,5	2	2	2	0
C108	A	7,5	5,3	4	8,5	7,5	2	2	0	0
C069	RN	2,3	2,9	3	3,2	0	6	4	8	12
C079	A	6,2	8,5	5,1	5,95	5,3	0	0	2	2
C187	A	8,8					0	0	3	6
C074	A	6,13	5,48	5,74	5,23	8,04	2	0	2	2
C188	C	0	0	0	0	0	0	0	0	0
C117	RN	5,5	5,7	6,7	2,9	6,8	0	0	5	4
C076	A	6,6	6	8	5	7,6	2	0	4	2
C077	A	7,2	6,76	7,14	6,44	8,47	0	8	2	0
C091	A	6,7	6,13	7,16	6,85	7	1	2	4	0
C085	A	7,7					0	0	0	0
C119	A	8,7	9,2	7,7	8	10	4	0	0	0
C189	A	0					0	0	0	0
C075	A	6,82	9,4	7,1	5,75	5	0	2	0	2
C083	A	8,3	8,3	8,3			0	0	0	0
C190	A	6,9	5,8	8,06			2	2	0	0
C191	A	6,7	4,19	7,41			0	0	0	0
C192	A	A		A			0	0	0	0
C193	A	8,3					0	0	0	0
C084	A	0					0	0	0	0
C089	A	8,3	7,7	8,9			0	0	0	0
C194	A	9,3	10	8,6			0	0	0	0
C195	A	7	4,4	9,6			4	4	0	0
C196	RN	R		R			0	0	0	0
C090	A	6,5	8	4,9			0	6	0	0
C197	M						0	0	0	0
C084	M						0	0	0	0
C004	RN	3	5,2	2,4	5,7	5,6	2	0	0	2
C006	A	5,9	7,2	7,3	3,5	6,9	2	4	4	2
C007	RN	2,6	4,5	3,6	4,2	7,8	4	2	6	2
C012	RN	2	5,4	3,3	4,7	1,5	0	0	2	2
C053	A	8,9	8,6	8,4	9,7	8	2	0	2	2
C054	A	5,5	6,6	5,5			0	0	0	0
C055	A	8,6	8,5	8,8			0	6	0	0
C042	A	6,1	7,1	4,2			0	0	0	0
C056	A	7,6	6	8			2	2	0	0
C057	RN	2,2	3	1	6,6	5,9	4	4	0	0
C052	RN	2,4	5,1	2,2	3,7	7,5	0	0	0	0
C058	RN	2,7	3,3	4,8	7,2	5,7	0	0	0	0
C044	RN	3,1	2,4	4,6	5,3	7,9	0	0	0	0
C059	RN	1,4	1,5	2	1,2	0	2	2	0	0
C060	A	 					0	0	0	0
C037	A	5,8	5,5	7,5			0	0	0	0
C043	A	6,5	6,7	5,1			0	0	0	0
C057	RF	0,8	3	1	6,6	5,9	4	32	40	16
C052	A	7	5,1	2,2	3,7	7,5	0	0	0	0
C058	RF	1,3	3,3	4,8	7,2	5,7	2	10	38	32
C044	A	7,4	2,4	4,6	5,3	7,9	0	0	0	0
C059	A	7	1,5	2	1,2	0	0	0	2	0
C004	RN	3,6	5,1	5,3	5,9	5,8	15	0	12	7
C007	RN	4,7	5,7	4,8	5,6	6,6	9	0	0	0
C012	RN	3,5	4,7	5,2	2	0	8	2	2	4
C058	C	0	3,3	4,8	7,2	5,7	4	0	0	0
C198	A	8	10	7,9	8,95	5,45	0	4	0	2
C125	A	7,1	8,41	6,59	7,69	5,85	0	2	2	0
C186	A	7	2,9	6,1	9,2	6,5	1	0	1	0
C013	A	6,2	6,3	6,1	3,5	9	0	0	0	0
C061	A	6,7	4,2	7,8	7,7	7	2	4	2	0
C062	A	6,1	6,28	5,8	6,18	6	2	2	0	4
C106	RN	3,6	5,2	1,6	6,1	1,5	0	0	0	0
C068	A	6,2	7,5	4,3	4,2	5,4	0	4	2	2
C070	RN	4,4	4,8	3,2	6,6	1,6	2	2	2	2
C199	D	Dispensado					0	0	0	0
C200	D	Dispensado					0	0	0	0
C201	D	Dispensado					0	0	0	0
C004	RN	4,1	4	6	4,5	3	4	2	0	2
C006	A	7,2	9	8,1	3,6	6,8	2	2	6	0
C007	RN	2,9	4,3	6	4	3,8	2	0	0	0
C012	RN	2,5	6,3	4,2	3,8	4,1	0	0	0	0
C053	A	7,2	7,2	3,6	8,2	9	2	2	0	0
C054	RN	4,8	4,4	5,9			0	0	0	0
C055	A	7,5	7	8			2	0	0	0
C202	D	Dispensado					0	0	0	0
C042	A	7,4	7,6	7,1			0	0	0	0
C056	A	7,9	5,8	9,5			0	0	0	0
C057	T	 	3,5				0	2	0	0
C052	T	 	3,9				0	0	0	0
C058	T	 	3				0	2	0	0
C044	T	 	4,5				0	0	0	0
C059	T	 	4,5				0	0	0	0
C037	T	 	8,7				0	0	0	0
C043	T	 					0	0	0	0
C061	D	8					0	0	0	0
C203	A	Aprovado					1	0	0	0
C204	A	Aprovado					0	1	0	0
C205	A	Aprovado					0	2	0	0
C206	A	Aprovado					0	0	0	0
C207	A	Aprovado					0	0	0	0
C208	RN	Pendente					0	0	0	0
C209	A	Aprovado					0	0	0	7
C210	RN	Reprovado					0	44	0	0
C211	RN	Reprovado					6	4	0	0
C212	RN	Reprovado					0	44	0	0
C213	RN	Reprovado					6	4	0	0
C198	A	8,2	8,81	6,5	10	6,35	0	4	2	6
C125	A	8,7	7,19	8,95	9,94	7,45	0	0	0	0
C100	A	7,8	7,5	8,4	8,7	5,3	2	4	13	7
C186	RF	0,9	1	1,2	0	0	2	0	12	10
C071	RN	1,9	4,9	1		0	8	2	8	0
C067	A	7	8,1	8,8	6	3,2	12	4	2	2
C101	A	6,8	6,3	8,4	8,8	2	10	0	2	4
C126	A	6,9	8,2	5,2	6,4	6	6	2	4	0
C073	RN	1,4	3,8	0	0	0	6	0	0	0
C054	D	5					0	0	0	0
C214	RN	3,3	6,8	6,3	0,3	0	0	2	6	8
C215	RN	2,7	4,8	4,5	10	3	2	4	16	10
C216	RF	2,8	6,7	2,9	1,6	0	0	10	14	20
C217	RF	2,4	2	7,7	0	0	0	6	10	14
C218	RF	3,5	6,8	4	3,2	0	0	2	12	16
C219	RF	4,7	8,8	7,7	2,5	0	4	2	8	20
C220	RF	5,1	8,5	7	5	0	6	4	4	12
C221	RN	2,1	4,2	0			0	0	0	0
C214	T	 	6,8	6,3	0,3	0	0	0	0	0
C004	RN	3,7	3,4	6,2	5,9	4,7	0	0	0	0
C006	A	6	6	6,5	4	6,5	6	10	8	0
C007	RN	3	4,1	2,7	1,5	2,4	6	4	6	14
C042	A	5,2	1,02	6,02	7,76	3,2	0	0	0	0
C012	A	5	3,9	3,7	6,3	3,6	12	2	6	0
C053	A	5	7	7	4	6,5	4	0	2	0
C056	A	7	3,7	8,8	5,7	10	2	0	0	0
C055	A	8,4	7,3	9	9	7	2	0	0	0
C177	RN	1,3					2	0	0	0
C057	RN	3,5	2,2	4	6,7	3,3	10	10	16	2
C052	RN	1,5	2,4	2,2	1,6	0	2	0	0	0
C058	RN	3,6	3,5	3	3,4	4,5	0	14	20	4
C044	RN	3,7	5,1	4,1	3,1	2,5	2	0	0	0
C037	RN	2,8					0	0	0	0
C059	A	7,6	7,9	7	9,1	6,5	2	0	0	0
C043	A	6,6					0	0	0	0
C067	T	 	0	0			2	0	0	0
C101	T	 	0				12	18	0	0
C066	T	 	1	0			6	16	0	0
C105	T	 					0	0	0	0
C125	T	 	0	0	0	0	6	28	0	0
C021	A	8,2			8,2		0	0	0	0
C042	A	9,6	9,2	9			0	0	0	0
C056	A	7,6	5,2	9,8			0	0	0	0
C057	A	8,5	9,5	8,5	9,5	5,2	0	0	0	0
C052	A	8	7,4	6,3	9,7	7,6	0	0	0	0
C058	A	8,2	9,3	7,7	7,6	6,9	0	0	0	0
C044	A	8,2	8,5	6,2	8,9	8,2	0	0	0	0
C059	A	7,5	7,8	6,9	7,8	6,3	0	0	0	0
C037	A	8,1	7,8	5,8			0	0	0	0
C027	RN	4,1	4,1				0	0	0	0
C222	RN	3,3	3,3				0	0	0	0
C028	A	7,7	7,7				0	0	0	0
C040	RN	1,4	1,4				0	0	0	0
C223	RN	0,9	0,9				0	0	0	0
C222	RN	2,7	3,3				0	0	0	0
C041	RN	3	2,7				0	0	0	0
C043	A	9,5	9	10			0	0	0	0
C013	A	9,4	8,5	9,7	9,5	10	0	0	0	0
C014	A	9	8,2	8,1	10	10	0	0	0	0
C015	A	9,1	9,9	8	9	9	0	0	0	0
C016	A	8,2	7	9,6	9,7	6	0	0	0	0
C017	A	8,8	8,9	9,2	8,5	8	4	0	0	2
C018	A	8	5,6	10	8,5	7,4	0	0	0	0
C019	A	8,8	9,4	9,5	8,2	7,7	0	0	0	2
C027	RN	0,5	4,1				0	0	0	0
C184	RN	1,5	1,5				0	0	0	0
C027	RN	0	0				0	0	0	0
C224	RN	0	0				0	0	0	0
C184	RN	0	1,5				0	0	0	0
C185	RN	0	0				0	0	0	0
C029	A	9	9	9	9	9	0	0	0	0
C030	A	7,6	6,6	7,3	8	8,5	0	0	0	0
C031	A	8,5	9	9	9,5	6,5	0	0	0	0
C032	A	7,1	5,4	7,2	6,7	9,2	0	0	0	0
C033	A	8,8	9,5	9	9	8	2	0	0	0
C034	A	7,5	9,1	7,5	7,7	5,9	2	0	0	2
C035	A	7,1	6,4	7,8	6	8,5	0	0	0	0
C036	A	8,8	5,5	10	10	10	0	0	0	0
C045	A	10	10	10	10	10	0	0	0	0
C046	A	8,5				8,5	0	0	0	0
C047	A	7,6	8,1	7,3	6,4	8,8	0	0	0	0
C049	A	8,1	9	8,5	7,7	7,3	0	0	3	2
C048	A	7,7	7,8	7,3	8	7,8	0	0	0	0
C004	A	7,9	9,1	8,5	8	6	0	2	0	2
C006	A	8,8	9,3	8,2	8,9	8,9	0	0	0	0
C007	A	9,3	10	9,3	9,4	8,7	0	2	0	0
C012	A	7,4	8,8	8	6,5	6,4	0	0	2	0
C053	A	8,2	8	9,5	9	6,5	0	0	0	0
C060	A	 					0	0	0	0
C054	A	8,1	9,1	7,1			4	0	0	0
C055	A	8,2	9,8	6,7			0	0	0	0
C042	A	7,5	9,4	5,6			2	0	0	0
C056	A	8,9	9,3	8,5			0	0	0	0
C057	A	7,4	8,1	6,1	8,5	7,2	2	0	6	0
C052	A	7,3	7,8	6,8	6,8	7,9	0	0	3	0
C058	A	7,4	7,7	5,5	7,7	9	0	4	2	4
C044	A	7,7	7,7	8,1	8,1	7,1	0	0	2	0
C059	A	7,9	8,5	8	6,2	9	2	0	2	0
C037	A	7,5	8,4	7,2	7,8	6,6	0	0	0	0
C043	A	8,1	8,35	8,15	9,12	6,95	0	0	0	0
C225	RN	0					0	0	0	0
C013	A	7,4	9	7,3	4,9	8,4	0	0	0	0
C061	A	5,8	7,3	5	7,8	6,3	0	0	2	2
C062	A	8	8	8	8	8	0	0	0	0
C106	A	7,1	9,3	6,7	6,3	6,1	0	0	0	0
C063	A	7,6	4,9	8,3	7,7	9,8	0	2	2	0
C064	A	7	7,9	7,5	6,8	5,8	0	0	4	0
C066	A	7	10	6,2	4	7,2	0	0	2	2
C107	T	 	9,9	9,8	2,3	3,12	0	0	0	0
C029	T	 				A	0	0	0	0
C032	T	 	7,2	6,3	6,38	8	0	0	0	0
C108	T	 	5,9	7,7	7	7,5	1	2	0	0
C109	T	 	8,5	7	7,7	7,9	0	0	0	0
C110	T	 	6	7	6	10	0	0	0	0
C018	A	7,6	5,7	4,1			0	0	2	0
C107	A	6,3	9,9	9,8	2,3	3,12	0	0	0	0
C029	A	A				A	0	0	0	0
C032	A	7	7,2	6,3	6,38	8	0	0	4	2
C108	A	7	5,9	7,7	7	7,5	0	0	2	0
C109	A	7,8	8,5	7	7,7	7,9	0	0	2	4
C110	A	7,3	6	7	6	10	2	0	0	0
C113	A	7,4	8,75	7,8	8,25	4,78	0	0	6	6
C114	A	7,9	9	6,8	8,6	7,3	2	4	2	2
C016	A	8,1	6,8	10	9,2	6,5	0	0	2	4
C116	A	8,69	10	8,75	10	6	0	2	0	6
C076	A	7,9	7	8	7	9,8	0	2	0	2
C118	A	6,4	4,56	6,48	8,8	5,86	0	2	0	0
C079	A	7,2	9,7	4,7			0	6	0	0
C085	A	9,05					0	0	0	0
C115	A	A				A	0	0	0	0
C119	A	7	8,8	7,7	8,5	3	2	4	0	0
C004	A	7	4,3	5,2	8,5	8,8	0	0	0	0
C006	A	8,3	9,1	6,2	8,1	8,3	0	0	0	0
C007	A	7	6,1	5,1	7,5	7,8	0	0	0	0
C012	A	7,1	6,4	7,4	7,2	6,2	0	0	0	0
C053	A	8,2	8,9	6	7,9	8,7	0	0	0	0
C054	A	7,7	6	9,4			0	0	0	0
C055	A	7,2	8,3	6,2			0	0	0	0
C042	A	8,2	8	6,9			0	0	0	0
C056	A	8	6,5	8			0	0	0	0
C057	A	7,7	8,3	8,5	6,5	6,5	0	0	0	0
C052	A	7,2	8	6,2	6,3	7,3	0	0	0	0
C058	A	7,3	5,4	7	9	6,7	0	0	0	0
C044	A	5,9	5,8	8,8	5,1	5,1	0	0	0	0
C059	A	7	6,6	4,9	7,5	8	0	0	0	0
C037	A	8,4	7,7	9,1			0	0	0	0
C043	A	9	9	9			0	0	0	0
C013	A	9	9	8,5	8,5	9,5	0	0	0	0
C014	A	8,2	8,5	8,5	8,2	7	0	0	0	0
C015	A	9,5	10	9,5	9	9	0	0	0	0
C016	A	7	6,6	7,6	7,5	5,8	0	0	0	0
C017	A	8,5	8,7	9,3	7	8,5	0	0	0	0
C018	A	7	6,5	7,6	4,1	9,3	0	0	0	0
C019	A	7	5,5	6,4	7,1	8,5	0	2	0	6
C224	RN	4,7	4,7				0	0	0	0
C029	A	9	9	9	9	9	0	0	0	0
C030	A	6,3	4	4	8	8,5	0	0	0	0
C031	A	9,2	7	10	10	10	0	0	0	0
C032	A	5,7	7,5	4	7,7	6,5	2	0	0	2
C033	A	8,3	9	9	9	6,5	0	0	6	0
C034	A	7,4	9,3	8,3	9,1	3,1	0	6	2	2
C035	A	5,7	3,2	8	5	5,5	0	0	0	0
C036	A	8,8	6	9,5	10	10	0	0	0	0
C045	A	8,2	10	10	6	7	2	2	0	0
C046	A	7,5				7,5	0	0	0	0
C047	A	7,3	4,8	7	8,7	8,8	4	0	0	0
C049	A	7,7	8,3	7	7,4	8,2	0	4	2	2
C048	A	7,6	6,6	10	7	7	2	2	3	0
C004	RN	4,3	7	7,5	4,5	3,5	0	2	0	2
C006	A	8	10	9,2	8,1	4,7	0	0	0	0
C007	A	7,8	6,8	8,3	7,8	8,5	0	0	0	2
C012	A	7	9,3	6,9	7	5	0	0	0	0
C053	A	8,7	9,7	8,4	9,4	7,5	0	0	0	0
C054	A	9,4	8,9	9,8			0	0	0	0
C055	A	8,8	8,4	9,3			0	0	0	0
C027	A	8,6	8,6				0	0	0	0
C042	A	8,3	8,6	8			0	0	0	0
C056	A	9,1	8,3	10			0	0	0	0
C057	A	8	6,5	6,8	9,8	8	0	4	2	2
C052	A	7	7,2	7	6,8	6,1	0	0	0	0
C058	A	7	5,5	6,7	7	8,1	0	0	0	2
C044	A	8,2	7,5	7,5	7,8	9,4	0	0	0	0
C059	RN	3,9	5	5,8	6,7	5,5	0	4	0	0
C060	A	 					0	0	0	0
C037	A	8,9	9,5	8,2			0	0	0	0
C043	A	8,9	8,2	9,5			0	0	0	0
C013	RN	4	4	6,3	7,3	5,5	0	0	0	0
C014	A	7,4	7,3	6,7	8,7	7	0	0	0	0
C015	A	9	9,5	7,7	9	10	0	0	0	0
C016	RF	1,7	4	3	0	0	0	0	10	16
C017	A	7	4,5	6,5	7,5	9,5	0	0	8	4
C018	A	7,7	8,4	8,8	7	6,7	0	0	0	0
C019	A	7,6	9,2	7	8,5	6	0	2	6	12
C029	A	10	10	10	10	10	0	0	0	0
C030	A	7,9	9	7,5	6,3	9	0	0	0	0
C031	A	9,3	9,2	10	8	10	0	0	0	0
C032	A	7,2	6,2	8,3	7,1	7,5	2	0	8	0
C226	D	5,1					0	0	0	0
C004	RN	2,3	4,5	3,7	2,5	7,4	0	0	0	0
C006	A	5,1	6,4	8,7	1,6	9,1	2	0	0	6
C007	RN	0,7	2	0	0	0	0	6	6	16
C012	RN	3,1	4,1	2,7	3	2	1	0	1	4
C053	A	7	5,3	6,5	7,6	8	2	2	6	2
C054	RN	3,5	4,3	2,7			0	0	0	0
C055	A	7,7	6,2	9,3			4	2	0	0
C042	RN	1,1	0	2,1			0	0	0	0
C056	A	7	4	10			0	0	0	0
C057	RN	2,3	4	3	6,1	4,7	2	8	0	0
C052	RN	1,9	4	1,3	0,5	1	0	2	10	12
C058	RN	2,9	3,4	4,1	2,2	1,3	0	2	0	0
C044	RN	2,6	3,3	2,7	0,3	3,2	0	0	0	4
C059	RN	3,5	5,4	2,6	2,5	2,6	2	4	0	0
C060	A	 					0	0	0	0
C037	RN	4,5	6,6	4,5			0	0	0	0
C043	RN	2,9	5,7	0			0	0	0	0
C052	RN	2,3	4	1,3	0,5	1	0	0	0	0
C058	RF	0,8	3,4	4,1	2,2	1,3	0	12	30	38
C044	RN	2,9	3,3	2,7	0,3	3,2	0	0	0	0
C059	RN	3,1	5,4	2,6	2,5	2,6	0	0	4	0
C105	C	0					0	0	0	0
C112	C	0					0	0	0	0
C227	C	0					2	0	0	0
C228	C	0					0	0	0	0
C229	C	0					4	0	0	0
C230	C	0					0	0	0	0
C231	C	0					2	0	0	0
C232	C	0					2	0	0	0
C233	C	0					0	0	0	0
C234	C	0					1	0	0	0
C057	RF	0,4	4	3	6,1	4,7	26	28	28	14
C037	RN	1,2	0	1,7	0	3,1	0	0	0	0
C043	RN	3,2	7,65	3,15	0	2,1	0	0	0	0
C177	C	0					0	0	0	0
C057	A	6,5	4	3	6,1	4,7	12	12	8	2
C052	RN	3,1	4	1,3	0,5	1	0	0	0	0
C058	RF	1,6	3,4	4,1	2,2	1,3	2	8	22	38
C044	RN	4,2	3,3	2,7	0,3	3,2	0	0	0	0
C071	RF	1,1	3	1	0	0	2	2	18	16
C067	RN	2,1	0	6,5	4,9	3,7	0	0	0	0
C065	RN	0,1	0	0	0	0	0	0	0	0
C066	RN	2,6	3,4	5,4	2,5	4,4	4	4	8	0
C104	A	6,2					0	0	0	0
C105	RN	4,8					0	0	0	0
C061	RN	3,8	4,7	0,6	3,5	6,5	0	0	2	0
C198	RN	4,8	4,7	2	4,3	4,3	4	2	2	2
C125	RN	2,3	1,7	1,06	1,16	0,4	4	0	4	4
C073	RN	1,1	2,5	0	0	0	2	2	2	4
C105	RN	3,9					0	0	0	0
C033	A	7	8	8,5	7,7	4	0	0	6	4
C034	A	8,6	9,4	6	9	10	2	2	0	2
C035	A	7,3	7,9	7	6,3	8	0	0	0	0
C036	A	9,4	10	10	7,7	10	0	0	2	0
C013	A	7,5	8,2	6,2	8	7,6	0	0	0	0
C016	A	8,2	7	8	8	10	0	2	2	0
C004	C	0					0	0	0	0
C071	A	8,4	8,1	9	7,5	9	0	6	6	0
C065	A	8,7	8,5	9	9	8,5	0	0	0	0
C198	A	7,2	9	6,15	8	6,03	0	5	0	6
C045	A	7,5	10	10	0	10	0	0	0	0
C046	A	A				A	0	0	0	0
C047	A	6,7	7,4	8,7	1,7	9	2	0	6	4
C048	A	8,5	8,5	9	8	8,5	0	0	0	0
C049	A	8	8	7,5	7,5	8,8	2	2	0	2
C001	A	7,2					0	0	0	0
C153	A	6,2					0	0	0	0
C154	A	5					0	0	0	0
C155	RN	3					0	0	0	0
C156	A	5,6					0	0	0	0
C157	RF						0	0	0	0
C002	A	6,95					0	0	0	0
C003	RF						0	0	0	0
C155	RN	4,2					0	0	0	0
C157	A	5,05					0	0	0	0
C158	A	5,35					0	0	0	0
C159	A	5,95					0	0	0	0
C003	A	5					0	0	0	0
C160	RF	0,7					0	0	0	0
C161	RF						0	0	0	0
C162	A	7,1					0	0	0	0
C163	A	5,25					0	0	0	0
C164	RN	4,3					0	0	0	0
C165	A	7,1					0	0	0	0
C166	RN	4,35					0	0	0	0
C167	A	5,35					0	0	0	0
C168	RN	4					0	0	0	0
C155	A	5,1	6,4	7,1	6,2	5,5	0	0	0	0
C164	A	5	5	3	3,9	4,1	0	0	0	0
C168	RN	3,2	0	5,5	3,5	4	0	0	0	0
C160	C	0	2,5	3,5	1,7		0	0	0	0
C166	C	0	4	2,5	1,3	4,8	0	0	0	0
C161	RF						0	0	0	0
C160	A	5	3	4	2,5	6,5	0	0	0	0
C166	RN	2,2	4	2,5	1,3	4,8	0	0	0	0
C168	A	7,3	0	5,5	3,5	4	0	0	0	0
C169	RF	1,7	1,8	2	3,3	0	0	0	0	0
C170	RN	4	0,5	3,2	6,5	5,9	0	0	0	0
C171	A	8,2	9	6,8	8,5	8,5	0	0	0	0
C172	A	5	3,5	2,8	7	4	0	0	0	0
C173	RN	1,8	1,2	3,5	1,6	1	0	0	0	0
C174	RN	2,6	5,6	4,7	4,4	2,5	0	0	0	0
C175	RF	0,8	2	1	0,3	0	0	0	0	0
C176	A	6,6	1	5	7	8	0	0	0	0
C169	RN	3,8	1,8	2	3,3	0	0	0	0	0
C170	A	5	0,5	3,2	6,5	5,9	0	0	0	0
C166	A	5	5,3	3	2,5	6,2	0	0	0	0
C173	RN	2,5	1,2	3,5	1,6	1	0	0	0	0
C174	A	5,4	5,6	4,7	4,4	2,5	0	0	0	0
C004	RN	2,6	4,1	2,1	8	7,2	2	0	0	0
C006	A	7,3	9,3	5,8	6,4	7,7	6	2	2	5
C007	RN	1,7	3,3	2,5	1	0	8	0	4	18
C012	RN	2,8	4,3	2,7	3,4	1	2	0	4	4
C053	A	7	5,8	7,2	8,2	7	6	0	2	4
C054	RN	4,5	5,7	6,2			0	0	0	0
C055	A	7,1	7,2	7,1			0	4	0	0
C042	RN	3,8	4,7	2,8			0	0	0	0
C056	A	7	4	10			2	2	0	0
C057	RN	2,9	6	5	6,4	5,1	10	8	2	0
C052	RF	0,9	3,1	0	0	0	8	10	12	18
C058	RN	2,4	3,2	3,4	2,5	0	2	2	0	2
C044	RN	3,4	5,7	3,9	3	0,4	0	0	0	8
C059	RN	3,5	3,1	3,3	2,5	4,5	4	5	2	0
C060	A	 					0	0	0	0
C037	RN	4,7	8,6	4,1			0	0	0	0
C043	RN	3,8	6,4	1,2			0	0	0	0
C052	A	7,5	3,1	0	0	0	4	0	2	0
C058	RF	1,4	3,2	3,4	2,5	0	10	12	38	38
C044	RN	3	5,7	3,9	3	0,4	2	0	0	0
C037	A	7,5	8,8	5,3	8,3	7,7	0	0	0	0
C059	A	7,4	3,1	3,3	2,5	4,5	0	0	2	0
C043	A	7,2	9,32	6,85	6,4	6,27	0	0	0	0
C057	A	7,3	6	5	6,4	5,1	12	14	12	0
C058	RF	2,1	3,2	3,4	2,5	0	4	6	26	40
C044	A	7,1	5,6	9,7	4,4	7,8	4	0	0	0
C004	A	5,2	4,1	5,4	5,4	7	0	8	16	0
C007	RN	0,6	0	0	0	0	8	4	8	4
C012	RF	1,5	0,8	0	0	0	20	10	18	12
C186	RN	0	0	0	0	0	4	2	5	3
C066	RF	1,9	4,6	3	0	0	6	8	18	12
C104	A	6					0	0	0	0
C004	RN	2,1	3,9	2,2	4,6	5,4	0	4	0	2
C006	A	7	7,5	7,3	4,6	7,5	8	7	6	6
C007	RN	2	3,8	1,5	3	6,8	4	2	6	8
C012	RN	2,1	4,9	3,2	4,5	3,4	0	0	4	0
